127.0.0.1 - - [18/Feb/2025:08:03:58 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:15 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739860995470&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:15 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739860995470&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 24336
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:21 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861001442&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:21 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861001519&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:21 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861001524&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:21 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861001528&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:21 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739861001534&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:21 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=JLHZnShX4SuzVLw49mtJTmy60Bk0GIJy9jdhSGdPbAggX6zXOq-3ZmqF-JJHmjmNFrD0Ev32LRqDXBzer54zAg&t=1739861001598 HTTP/1.1" 200 77
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:21 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/541/1jdmtyyj/websocket?access_token=JLHZnShX4SuzVLw49mtJTmy60Bk0GIJy9jdhSGdPbAggX6zXOq-3ZmqF-JJHmjmNFrD0Ev32LRqDXBzer54zAg HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:22 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861001442&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:22 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861001519&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 38761
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:22 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861001524&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 70406
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:22 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861001528&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:22 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739861001534&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 29830
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:27 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861007767&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:27 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861007772&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:27 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861007775&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:27 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861007778&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:28 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861007767&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35247
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:28 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861007778&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 3862
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:28 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861007775&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:28 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861007772&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35550
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:43:59 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739861039910&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=JOBVA&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:00 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739861039910&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=JOBVA&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 99438
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:06 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/whcheckimport/whcheckimportlist?_dc=1739861046758&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:06 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=JLHZnShX4SuzVLw49mtJTmy60Bk0GIJy9jdhSGdPbAggX6zXOq-3ZmqF-JJHmjmNFrD0Ev32LRqDXBzer54zAg&t=1739861046787 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:06 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/871/i4e0wpvo/websocket?access_token=JLHZnShX4SuzVLw49mtJTmy60Bk0GIJy9jdhSGdPbAggX6zXOq-3ZmqF-JJHmjmNFrD0Ev32LRqDXBzer54zAg HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:07 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/whcheckimport/whcheckimportlist?_dc=1739861046758&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 29830
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:07 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/whcheckimport/loadlocation?_dc=1739861047166&vslCallId=ASHL&blNo=BLLV5&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:07 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/whcheckimport/loadlocation?_dc=1739861047166&vslCallId=ASHL&blNo=BLLV5&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:07 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/selectwhcombolist?_dc=1739861047806&searchType=WH_ID&locDivCd=WHO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:07 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861047810&searchType=occupiedInfoHHT&cgNo=BLLV5&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:08 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/selectwhcombolist?_dc=1739861047806&searchType=WH_ID&locDivCd=WHO&page=1&start=0&limit=25 HTTP/1.1" 200 248513
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:08 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861047810&searchType=occupiedInfoHHT&cgNo=BLLV5&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:10 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861050602&whId=LOCATION%201&locDivCd=ROW&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:10 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861050604&whId=LOCATION%201&locDivCd=BAY&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:10 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861050608&whId=LOCATION%201&locUseYn=N&locDivCd=CEL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:10 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861050611&whId=LOCATION%201&searchType=HHT&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:10 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861050602&whId=LOCATION%201&locDivCd=ROW&page=1&start=0&limit=25 HTTP/1.1" 200 9490
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:10 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861050604&whId=LOCATION%201&locDivCd=BAY&page=1&start=0&limit=25 HTTP/1.1" 200 6437
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:10 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861050608&whId=LOCATION%201&locUseYn=N&locDivCd=CEL&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:10 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861050611&whId=LOCATION%201&searchType=HHT&page=1&start=0&limit=25 HTTP/1.1" 200 3345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:19 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/validationcode/list?_dc=1739861059789&tyCd=ZB_RELEASED_VALIDATION&col1=ZB1&col2=ASHL&col3=ASHL&col4=2022&col5=0001&col6=BLLV5&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:19 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/validationcode/list?_dc=1739861059789&tyCd=ZB_RELEASED_VALIDATION&col1=ZB1&col2=ASHL&col3=ASHL&col4=2022&col5=0001&col6=BLLV5&page=1&start=0&limit=25 HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:24 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/whcheckimport/whcheckimport/MOST.model.foundation.parm.UpdateBizParm-1?_dc=1739861064960 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:44:26 +0700] "PUT /MOST_MMC_VMT_Web/rest/v1/whcheckimport/whcheckimport/MOST.model.foundation.parm.UpdateBizParm-1?_dc=1739861064960 HTTP/1.1" 401 720
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:39 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/selectwhcombolist?_dc=1739861379922&searchType=WH_ID&locDivCd=WHO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:39 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861379926&searchType=occupiedInfoHHT&cgNo=BLLV5&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:40 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861379926&searchType=occupiedInfoHHT&cgNo=BLLV5&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:40 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/selectwhcombolist?_dc=1739861379922&searchType=WH_ID&locDivCd=WHO&page=1&start=0&limit=25 HTTP/1.1" 200 248513
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:44 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861384526&whId=CS2C-1&locDivCd=ROW&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:44 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861384529&whId=CS2C-1&locDivCd=BAY&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:44 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861384532&whId=CS2C-1&locUseYn=N&locDivCd=CEL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:44 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861384536&whId=CS2C-1&searchType=HHT&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:44 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861384526&whId=CS2C-1&locDivCd=ROW&page=1&start=0&limit=25 HTTP/1.1" 200 6418
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:44 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861384532&whId=CS2C-1&locUseYn=N&locDivCd=CEL&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:44 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861384536&whId=CS2C-1&searchType=HHT&page=1&start=0&limit=25 HTTP/1.1" 200 3345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:49:44 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861384529&whId=CS2C-1&locDivCd=BAY&page=1&start=0&limit=25 HTTP/1.1" 200 67208
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:50:16 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861416138&whId=LOCATION%201&locDivCd=ROW&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:50:16 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861416142&whId=LOCATION%201&locDivCd=BAY&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:50:16 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861416146&whId=LOCATION%201&locUseYn=N&locDivCd=CEL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:50:16 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861416154&whId=LOCATION%201&searchType=HHT&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:50:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/whviewlist?_dc=1739861416154&whId=LOCATION%201&searchType=HHT&page=1&start=0&limit=25 HTTP/1.1" 200 3345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:50:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861416146&whId=LOCATION%201&locUseYn=N&locDivCd=CEL&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:50:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861416138&whId=LOCATION%201&locDivCd=ROW&page=1&start=0&limit=25 HTTP/1.1" 200 9490
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:50:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/warehouse/list?_dc=1739861416142&whId=LOCATION%201&locDivCd=BAY&page=1&start=0&limit=25 HTTP/1.1" 200 6437
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:28 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/auth/token?_dc=1739861968069 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:28 +0700] "POST /MOST_MMC_VMT_Web/rest/auth/token?_dc=1739861968069 HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:28 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739861968600&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:28 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739861968600&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:29 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861968988&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:29 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739861968991&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:29 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739861968991&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 10270
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:29 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739861968988&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 473758
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:29 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739861969358&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:13:59:29 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739861969358&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 2613
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:12 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739862012945&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:12 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739862012958&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:12 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739862012950&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:12 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739862012978&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:13 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739862012978&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 3862
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:13 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739862012950&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35550
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:13 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739862012945&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35247
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:13 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739862012958&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:23 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739862023297&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:23 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739862023300&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:23 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739862023303&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:23 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739862023307&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:24 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739862023303&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:24 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739862023307&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 3862
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:24 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739862023300&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35550
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:24 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739862023297&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35247
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:24 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739862024900&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=JOBVA&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:00:25 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739862024900&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=JOBVA&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 99438
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:06:33 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/whcheckimport/whcheckimportlist?_dc=1739862393355&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV1&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:06:33 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=bpHv8OPIlCPXywl3nT-jGuUXGoj6Wfx9GLxlyKAL2OKVq3bNmTxgKqo88HOsKY2NHrTCcC-JRY8CWuFuHop0tQ&t=1739862393430 HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [18/Feb/2025:14:06:33 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/570/likoemh4/websocket?access_token=bpHv8OPIlCPXywl3nT-jGuUXGoj6Wfx9GLxlyKAL2OKVq3bNmTxgKqo88HOsKY2NHrTCcC-JRY8CWuFuHop0tQ HTTP/1.1" 101 -
